Text,Sentimen
tai ajg lu tuh cuma kurang istirahat. burnout,Negatif
Makin berusaha  makin diam makin aku burnout  haih ni payah kalau aku duduk sorang ii  kepala x reti nak diam Org selalu ckp  x penat ka jadi aku? Aku boleh jwb yang jadi aku kena pandai layan sbb kalau aku cerita susah srs..,Negatif
yg bikin stress lagi burnout  dan ngerasa i had no sparks to live a life felt so lost byk pusingnya trus menjalani hidup autopilot aja ngelakuin kewajiban tp ya ituuu gada perasaan apa2 yg dirasain,Negatif
fix burnout . kuat kuat ya ampe desember ini,Negatif
Masih merinding tiap denger RED gue bisa ngerasain marah anxiety dan depresinya di lagu ini. Keep streaming guys,Negatif
ada yg sama ga kaya aku pas lg ovt atau anxiety bobonya harus megang sesuatu? aku kl lg gitu ga tenang kalo ga pegang hp. pokonya bobo harus megang hp,Negatif
anzing anzing bnyk jg kerjaan gw gaberes2 tp ttp bersyukur anxiety walaupun tertekan dikit,Negatif
gue keknya sakit deh social anxiety bener-bener bunuh gue pelan-pelan. gabisa gue hidup gini terus.,Negatif
suara notif wa anxiety inducing bgt gaboong,Negatif
jujur udh 4 hari ini takut mau tidur krn udh semingguan mimpi buruk terus anxiety yg beneran sampe kepikiran seharian. Trs beda2 gitu ceritanya di mimpi. Dan jadi ngerasa,Negatif
pls gue tkut bgt kena gerd anxiety,Negatif
Mau bilang bersyukur atas kesibukan tapi bikin anxiety gue balik lagi terus jadi mumet kepala,Negatif
jujur takut bgt dh semenjak itu.. kayak ngerasa diawasin mau upload apa aja tkt salah tkt selalu tau sosmed aku apa hmmmmm somebodys watchin me its my anxiety yeah. ooo ooo,Negatif
eh tapi bener loh aku juga gitu loh mulai dr tgl 7 kmrn sensitif bgt over everything anxiety parah takut dan rasanya bikin orang kesel mulu jadinya kebiasaan blaming myself dan slalu say sorry,Negatif
Tiba2 anxiety  cemas bgt gatau kenapa,Negatif
Di rumah ngerasa stress gelisah gabut kesepian feeling lonely ovt anxiety  dahlah,Negatif
Cape bgt hidup sumpah. Kenapa sih malem2 harus bgt minta tolongnya marah2. Inilah knp mls bgt jawabin chat cepet2. Jd ga excited sih nanti harus barengan hampir 2 minggu lebih. Insecurities and anxiety langsung muncul semua,Negatif
liatnya ih SAYANG BGT ITU DIBUANG BUANG anxiety,Negatif
Hari ini too much mainan hp malam jd anxiety,Negatif
dengerin playlist yang selama ini nemenin gue survive semester 2 jadi agak anxiety ya  padahal semesternya udah kelar tapi anxietynya masih,Negatif
wah mampus airtag ku baterainya habis belum diganti. anxiety nih kagak tau lokasi terkini bagasi,Negatif
momen paling traumatis sepanjang 20 tahun hidup anxiety langsung kambuh,Negatif
oh my anxiety is back hello? nangis banget liat horus anjir berasa banget terkhianati,Negatif
Derita punya anxiety disorder ya gini tiap hari nethink mulu Temen jawab dry text = ovt Ngajakin ketemuan eh gada kabar samsektrus ga hadir = ovt,Negatif
Otak burnout hati ga karuan,Negatif
Kemana perginya kata-kata yg bikin tenang itu burnout terlalu,Negatif
Aku baru mulai belajar lagi setelah 3hari ga pegang buku wkwkwk lagi burnout banget aku ngerasa ga ada kemajuan jadi capek terus kalau buka buku,Negatif
Yha emang sih dari semester satu aku suka ambil full SKS makanya burnout banget sama belajar dan tuton,Negatif
mari cekot hoodie strangers dalam rangka apresiasi diri mengenai keberhasilan menjaga mood agar tidak burnout sebab belum libur dan gagal ke gigs akibat force majeur,Negatif
pede bgt ajg ngomong gada mood kerjain proposal dan mau ambil 2 smt lagi trus dengan bangga dia bilang sekarang cuma main game sama nonton film aja dirumah?? bro get a job. gue dsini banting pikiran gue yg lagi burnout kerjain skripsi dan kerjaan. lu dateng mau pdkt terus ganggu?,Negatif
Kita ni burnout nak mati sebab kerja sedap dia kata kita jobless,Negatif
Pernah burnout karna pikiran sendiri. Biasanya diem menysndiri dulu merenung sambil nunggu hilal buat bangkit,Negatif
mau nitip kata kata org ada ah 1. kamarnya kayak gudang 2. panggil tukang go green aja buat beresin kamarnya 3. sama kamar aku masih rapihan kamar aku itu bro i just gott burnout . everything sucksssss. u never feels the same with me. pig,Negatif
eh justru belajarnya nyantai aja drpd burnout . lagian skripsi bikinan sendiri pasti ntar gampang belajarnya. semangatt,Negatif
gila udah berapa kali gue burnout di semeter ini gue bisa gak ya survive di jurusan ini sampe lulus. gw bisa gak nanti dapet ilmu dari jurusan gw ini gw ntar bisa berguna ngga setelah gw lulus kl misalnya gw gabisa apa-apa gw harus kaya gimana. gue takut bgt monyettw,Negatif
Ntah kenapa gua nggk tertarik sama sekali sama pildun antar klub ini kek capek njir nggk ada stop sama sekali bola dulu kan ada jeda antar season jadi hype sama semangatnya kebangun lagi ini malah kek burnout sama bola wkwk,Negatif
Ternyata cara bikin moodku membaik setelah burnout adalah 1. Rebahan seharian 2. Bersihin kamar/rumah 3. Baca buku 4. Benerin barang rusak Bersihin rumah tu yang paling seru Aku suka wewangian. Aroma sabun menenangkan hatiku,Negatif
aku burnout banget kalo ga kuliah ga ketemu temen-temen ku. mana libur lama banget lagi,Negatif
Istirahat sosmed dlu geen sepertinya kamu gk burnout,Negatif
dah tidur lama macam orang gila pun masih burnout . ya allah,Negatif
Sumpah aku ingat aku kena burnout . Bukan sebab kerja banyak,Negatif
efek terlalu semangat bljr snbt / gmna ya  materi bener bener ga nyantol pls nyantol si tp ga semua dan malah jd nganggep susah  burnout,Negatif
bisa yuk sehari lg beres uas abistu menghilang dari temen2 kampus.. bnrn burnout bgt anj,Negatif
Aku lagi burnout tapi jadi montok banget ini Mas,Negatif
Spill loker Kakaq burnout ini jd IRT.. Pahalanya kuyakin adil krn dhitung Allah SWT tp kutidak menolak kl digaji jg dlm bentuk uang,Negatif
FAKKKK KETULARAN BURNOUT BABI,Negatif
Ga cowo doang cewe juga. W pernah burnout sampe cuti dan ga ngapain2 cuma rebahan megang hp juga engga. Cewe w juga oernah,Negatif
Jangan Mudah Terbujuk Program Bimbel karena Nggak Menjamin Masuk Sekolah Impian dan Bisa Burnout,Negatif
wip ku banyak tapi aku burnout menggambar,Negatif
teman-temannnn gimana caranya agarr mengurangi burnout kerjaan iniiiiiii aaa aku pusinff,Negatif
Battle sama SM tuh melelahkan SM keukeuh gak mau foreigner bersinar itu nyata. Daripada kelelahan berujung burnout trus pindah fandom fans Carmen mending hype vocal dia terus. Anggap aja Carmen di SM buat kuatin fandom sebelum debut solo dia bareng label US,Negatif
Maaf ya pemilik akun ini sempat burnout tugas jadi semingguan off dulu,Negatif
Kalau tentang diri sendiri aku jarang nangis paling kalau burnout parah kerjaan dll. Tapi kalau bener bener lagi ga bisa nangis padahal udah penuh kepala biasanya bakal cari trigger biar nangis. Jadi aku punya 1 film yg bakal aku tonton kalsu mau nangis wkwkwkwk,Negatif
Paling bener minggu depan escape sby bentar weekendnya biar ga burnout,Negatif
entah rasanya lagi burnout parah asli wkwk,Negatif
aelah ku punya 3 gambar yg blm di render burnout jir skill issue,Negatif
Ikut mandiri Unair secara random karena disuruh ortu. Ngerjain tesnya gak ada persiapan sama sekali karena udh ngerasa burnout bgt setelah ketolak SNBT cuman mengandalkan pengetahuan selama sekolah. One shoot mandiri pertama ini alhamdulilah langsung lolos,Negatif
harusnya udh ga manja pulang krn udh semester tua tp tetep aja burnout ak,Negatif
maaf temen,Negatif
kyknya masuk ke fase burnout /gejala depresi lagi deh,Negatif
Personal message-ku apa ya? Hmmm seneng2 terus aja pokoknya. boleh capek boleh burnout  tp jgn terlalu dipikirin / dipusingin sambil makan enak aja burnoutnya HEHEHEHEH. Tenang di sini yg doain ente bahagia buanyaaak bgt,Negatif
wallahi burnout ini otak aku udah seminggu ga ada istirahat. stress banget ya allahh,Negatif
punya atasan ga bersyukur bgt anjing semua org juga tau gue gendong toko sendirian  gue bawa bawa temen databse gue biar toko rame juga gue emang gue minta di apresiasi ini engga malah neken gue sampe burnout tolol tolol  yang dibanggain karyawan tolol satu lagi monyet,Negatif
Ges kalo burnout bgt cerita ke gpt aja dulu it work taukkkk wkwkkw tp sambil belajar buat cerita ke orang juga pelan2 yg penting tersalurkan aja dulu unek2 ke gpt,Negatif
Kemarin aku liat di tiktok ada whistleblower yg kerja di UN. Pas masuk masih idealis tapi lama-lama burnout karena ya birokratik aja dan yg ambil keputusan ga tau keadaan di lapangan. Banyak nepotisme kerja cm dr meeting ke meeting ga substansial etc.,Negatif
yang aku rasain selama kuliah 5 tahun berturut turut wkwk sambat tapi nagih walaupun burnout stres but the time will timeflies,Negatif
Once in awhile ngadu di group dan curhat karna lagi burnout trus ujung nya nyalahin rezim tuh dikit banyak bikin mood balik dan semangat kerja balik. Luv you guys,Negatif
Baca ini mixed feeling bangeeeet  di satu sisi ngerasain pusingnya jadi abang yang ngurus banyak adik dan kerasa di titik burnout,Negatif
Inget tujuan awal Pasti ada alesan kenapa kamu ambil jalan ini. Ga semua orang berani ngulang atau ambil resiko ini buat ngejar yang lebih baik. Pegang terus alesan itu biar kamu ga gampang goyah. Kalo lagi cape dan burnout  inget terus kenapa kamu ada di titik ini sekarang,Negatif
Ada gak sih yang burnout karena setiap hari harus 2x mikir mau makan apa?,Negatif
sumpah gw kek burnout bgtt jirr pdhal skripsi udh kelarr tp pikiran gw makin berisik,Negatif
Waduh lagi burnout berat karena kerjaan kantor atau sekolahan? Coba deh rehat sejenak. Ngobrol sama,Negatif
ini gue lagi burnout kah?,Negatif
KENAPA DEDEK? gak baik juga papa dek makanya suka misuh-misuh BURNOUT,Negatif
ya Allah burnout gini amat rasanya mau kabur dari kerjaan,Negatif
11 juli wallahualam apakah gw masih hidup atau burnout,Negatif
Iya banget.. anjir.. IYA BANGET Sebenernya jiwa tuh udah teriak2 tiap kita self abandon demi being liked.. belasan tahun been there.. terus nanti burnout sendiri dan orang2 ikut capek ngadepinnya.. Semua yg didapet lewat performance bakal tetep pergi,Negatif
belakangan ini lg burnout  jd gampang sedih nangis jg,Negatif
Kutukan apa yg aku alami ini. Kenapa aku susah banget dan selalu anxiety tiap harus balas chat-chat yg numpuk.,Negatif
buka wa jadi anxiety,Negatif
gw makin anxiety klo satu satu gini GREGet,Negatif
ga suka kalau anxiety sm panic attack kambuh barengan. setelah 3 jam minum obat sambil kambuh akhirnya bisa stabil lagi,Negatif
EST YANG GANGGUAN JIWA YA maaf kl ak jlek wordingnya tapi iyaa kayak anxiety gituu sampe sampe willy ga dibolehin kemana mana kalau ga sama est terus ga dibolehin pulang ke rumah ortunya juga krna takut willy ga balik ke est lagi.,Negatif
Yaallaah baru kali ini degdegan anxiety lagi pas nyetirrr karna kena macet total dari summarecon ke rumah yg jaraknya cuma seuprit tp nyampenya 1.5 jam,Negatif
gerd insom kumat lagi ya Allah anxiety,Negatif
tapi kali ini gue anxiety coy,Negatif
Alhamdulillah enggak Dari igd disuntik lalu pulang follow up ke dr jantung ditest ini itu semuanya normal kecuali detak yang cepet tapi gatau kenapa. Sempet mau disuruh ke psikiater karena siapa tau dari a nxiety,Negatif
bayangin skiz masih sehotel aja SEPARATION ANXIETY abis trs masih ada org sotoy yg suka hated member lain bilang ini itu dihhhhhhhh,Negatif
kumat gaenak bgt mnyt anxiety,Negatif
Sama banget aku juga takut gini jadi kepikiran. Klo aku gini langsung ovt dan an xiety Tapi jujur pengen banget meluk junnie,Negatif
DemiAllah si aku langsung gemeteran ketakutan secara aku ada anxiety ya. Aku takut bgt aku mikir ni org kenapa sih sampe segitunya banget? Akhirnya pas mati telpnya langsung aku block. Berhentikah sampai situ? Tentu tidak dia wa temen2 yg lain dia dm temen2 ku.cont,Negatif
pusing tp gapapa jgn mengeluh yah.. krn kmrn aku ngeluh kalau buka akun gede jd anxiety lalu ditakdirkan akun itu kesuspend,Negatif
Muka-muka badmood anxiety  menstrual cramps banyak deh pokonya,Negatif
Pantesan anxiety terus,Negatif
mau si tpi tkut merosot ak terlalu anxiety,Negatif
trauma sih ngga cuma agak anxiety aja klo keinget,Negatif
apasi lun dari tk ampe kuliah bareng ajg kepisahny cuman sma WKWKWK starting to look like we got separation anxiety,Negatif
GUA BURNOUT ANJENG DARI KEMARIN BAB 4 GA KELAR MANA DOSPEM MINTA SEMUA DARI BAB 1 SAMPE 5 SELESAI HARI SELASA COKKKKKKK GUA AMBIL KUANTI BIAR GA USAH NGETIK PENJELASAN PANJANG EH ANJENG LAH,Negatif
gua lagi patah hati di rp dan burnout di rl jadi nya kayak males ngapain ngapain kak lagi demen sanger pahit gua,Negatif
Lagi burnout dan emang ga mood aja.,Negatif
Biar otak ku ga burnou t juga,Negatif
Mata pedes bgt tapi kepala burnout parah,Negatif
Alhamdulillah masi di kasi sibukk ssmpe bikin burnout  Gampang orderan aku maahh sabiiii lah,Negatif
Pagi ngopi siang meeting sore burnout,Negatif
Jangan tunggu burnout dulu baru cari liburan. Kalau mulai ngerasa jenuh dan stres itu tandanya kamu butuh rehat. Langsung aja ke dufan masuk ke wahana tergokil dan,Negatif
Balikin gue ke korporat deh atau yg kayak kemaren sebelumnya WKWKWK seenggaknya mental health gue lebih baik,Positif
kamu kurusan tekanan batin jadi PNS ya? ambil cuti aja ambil cuti mental health is priority,Positif
Udh gw block juga dari jaman dia becandain mental health nya j itu,Positif
BEGSTSTTTTT PIKIRIN MENTAL HEALTH GW JUGA,Positif
aku tk tahu la kau baca ke tk apa yang aku tweet ni tapi aku srs menyesal kenal kau mental health aku tk betul nangis sebab nk pertahankan friendship tapi kau balas mcm ni ? dengan mangsa ii yang lain sakit bodo,Negatif
2023 dikhianatin sama orang yang aku sayang 2024 Gue Hampir meninggal karena penyakit  mental health issue 2025 Papa gaada,Positif
gummy bear aja gandengan masa kamu engga abis ini kita di gandeng black card duit merah satu rumah happiness stable mental health  makan teratur istirahat cukup dan kabar baik tiap hari,Positif
Kalo yg tinggal sama sodara gimana? Masalahnya gue tinggal sama kaka nya bokap gue nah yg bikin sering naik darah itu istrinya kalo ngelakuin kesalahan sedikit di salahin terus mental health gue terganggu tapi gue masi bisa sabar ngadepin nya. Gue sengaja jadi keras kepala,Negatif
Tenanggg tidak sampai mengguncang mental health kok paling jiwanya aja,Positif
TW// anxiety kecemasan mental health Any rent Yg mau dengerin aku cerita about that yg stabil nggak akan ketrigger dan gak judge,Positif
uninstall tiktok mental health sedang mengusahakan,Positif
take your time aja yaaa authorrr aku gatau kaka secara personal tapi jujur aku enjoy banget sm au yg kakak tulis sampe temenku juga mulai baca sekarang wkwkwk take your time kita bakal nunggu dgn sabar gaperlu minta maaff your mental health and comfort always comes first,Positif
Karena bulan Juni sudah mau selesai dan bertepatan dengan Mens Mental Health Awareness Month nulis nulis lagi deh,Positif
Hari hari gue juga ngeladenin orang yang punya mental health issue harus ngertiin omongan bisa berubah dari a ke b ke c ke d direndahin dibikin serba salah sampe gue dulu beneran bingung banget apa yang gue pikirin salah apa gak kelakuan gue bener apa gak,Positif
kpd N.. sila move on.. tinggalkan toxic relay.. toxic fmly.. dh sampai masa utk cipta bahagia sndri.. jaga own mental health ..lepaskan semua nyagood luck N..  take care..,Positif
SERU BANGETT sekarang aku lagi nonton ini dan menurutku emang bagus banget ngajarin orang supaya lebih aware dan jgn memandang negatif mental health,Positif
lingkungan memang sengaruh itu sama mental health,Positif
gimana kabarnya all semoga sehat selalu gw lg fokus kehidupan real life  ngurangin sosmed hasilny sangat berefek bgt ternyata ke mental health coba sndiri,Positif
Wkwkwk ni agensi kan emang gitu merhatiin mental health artis tapi at the same time mereka juga yang bikin si artis mentalnya drop,Positif
apalagi sinet ini juga berani angkat isu mental health  sebenarnya untuk sinet yang punya banyak penonton ini bisa bahaya buat pola pikir penonton karena udah berani angkat isu,Positif
Tolong ya jangan becandain mental health orang aku trauma.,Positif
tw // mental health  suicide attempt wow nice question aku nyadarinnya pas udah cukup parah sih pikiranku kacau banget waktu itu aku dihadapin masalah yang cukup mentrigger diriku dan pikiranku cuma 1 aku mau tidur tenang tapi gabisa dan berakhir aku overdose my self,Positif
Kalo anak gamau belajar di rumah kita sebagai orangtua harus tegas. Kasih punishment kalo memang gamau belajar. Jangan dikit2 mental health  apalah. Toh ini juga demi masa depan mereka.,Positif
Lu sebagai gen z harusnya paham pentingnya mental health  jangan invalidate perasaan gue,Positif
